,created_at,text,attitudes_count,comments_count,reposts_count,scheme,sended
10,2019-07-18 11:36:56,在一个神秘的地方，上网不方便，勿念。<br /><br />回见。 ,2077.0,804.0,4.0,https://m.weibo.cn/status/HE0Yr83Iy?mblogid=HE0Yr83Iy&luicode=10000011&lfid=1076035687069307,False
11,2019-07-14 20:08:51,生日快乐。加油。,1391.0,471.0,16.0,https://m.weibo.cn/status/HDsCeDat8?mblogid=HDsCeDat8&luicode=10000011&lfid=1076035687069307,False
12,2019-07-14 16:46:48,张大妈要上市了，作为一个用了几年的用户，给你的忠告就是：<br /><br />不要用，不要用，不要用！<br /><br />因为你会发现居然有那么多以前不知道的好玩的东西，然后就全都买回来花了好多钱（本人是六位数）…<br /><br />当然，如果你平常不刷，只是要买东西的时候上去看看历史低价等等还是挺好的…毕竟是我第一屏的软件… ,1052.0,489.0,34.0,https://m.weibo.cn/status/HDriemQn8?mblogid=HDriemQn8&luicode=10000011&lfid=1076035687069307,False
13,2019-07-13 22:09:05,"<span class=""url-icon""><img alt=[泪] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_lei-1b4b02f8b1.png"" style=""width:1em; height:1em;"" /></span> 整件事太诡异了，到底是怎么回事。",598.0,242.0,15.0,https://m.weibo.cn/status/HDjYycdhb?mblogid=HDjYycdhb&luicode=10000011&lfid=1076035687069307,False
14,2019-07-12 18:06:05,非常忙。你这一天过的怎么样。有没有干点什么让自己更NB或者更开心一点的事。 ,1215.0,644.0,14.0,https://m.weibo.cn/status/HD8Xpw4Ib?mblogid=HD8Xpw4Ib&luicode=10000011&lfid=1076035687069307,False
15,2019-07-11 10:33:22,被A股气笑了。 ,1247.0,445.0,6.0,https://m.weibo.cn/status/HCWza1Ndp?mblogid=HCWza1Ndp&luicode=10000011&lfid=1076035687069307,False
16,2019-07-10 23:27:23,"回复<a href='/n/weywong'>@weywong</a>:趴体的时候C罗给别人买1000欧一瓶的酒然后自己喝红牛。<span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>//<a href='/n/weywong'>@weywong</a>:搭车问下，类似的功能饮料，大家一般喝啥？//<a href='/n/ETF拯救世界'>@ETF拯救世界</a>://<a href='/n/落魄的三叔'>@落魄的三叔</a>: <span class=""url-icon""><img alt=[作揖] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-cb12e18fd5.png"" style=""width:1em; height:1em;"" /></span>宝矿力，滚好。//<a href='/n/八大山债人'>@八大山债人</a>:",329.0,105.0,19.0,https://m.weibo.cn/status/HCScPF95e?mblogid=HCScPF95e&luicode=10000011&lfid=1076035687069307,False
17,2019-07-10 22:44:57,"//<a href='/n/落魄的三叔'>@落魄的三叔</a>: <span class=""url-icon""><img alt=[作揖] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_zuoyi-cb12e18fd5.png"" style=""width:1em; height:1em;"" /></span>宝矿力，滚好。//<a href='/n/八大山债人'>@八大山债人</a>://<a href='/n/曾鹏宇'>@曾鹏宇</a>: 与宝矿力水特有代言合作娱乐公司已经宣布终止合作，这样的产品大家绝对不要买→_→   <a data-url=""http://t.cn/AiOeFbK9"" href=""https://wx1.sinaimg.cn/large/53df2517ly1g4v04lc8sej20u016g41x.jpg"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png'></span><span class=""surl-text"">查看图片</span></a>",329.0,85.0,81.0,https://m.weibo.cn/status/HCRVCojfB?mblogid=HCRVCojfB&luicode=10000011&lfid=1076035687069307,False
18,2019-07-10 22:13:41,原来的号呢，说什么不该说的了……,376.0,67.0,6.0,https://m.weibo.cn/status/HCRIVsZCK?mblogid=HCRIVsZCK&luicode=10000011&lfid=1076035687069307,False
19,2019-07-10 21:45:29,如果标普上游继续跟踪不好，就要考虑换马了 ,727.0,207.0,17.0,https://m.weibo.cn/status/HCRxu28jW?mblogid=HCRxu28jW&luicode=10000011&lfid=1076035687069307,False
20,2019-07-10 15:31:53,C罗传看了92%了。<br /><br />不喜欢这个人，但是非常敬佩他对身体的自律以及努力。看了那么多传记，可以肯定的是，绝大多数靠自己成功的人，都是非常非常努力。<br /><br />当然，成功还有天赋和运气的成分。但努力是必须的。<br /><br />从来不喝酒，从来不吃油腻的东西，十点睡觉，每天比别人多训练几个小时…… ,867.0,214.0,49.0,https://m.weibo.cn/status/HCP5Q3dvC?mblogid=HCP5Q3dvC&luicode=10000011&lfid=1076035687069307,False
21,2019-07-10 15:21:28,回复<a href='/n/勇敢而快乐'>@勇敢而快乐</a>:转债是再投资。纯债是现金分红。//<a href='/n/勇敢而快乐'>@勇敢而快乐</a>:兴全转债，主理人也是红利再投，要改吗？<a href='/n/且慢管家'>@且慢管家</a>,354.0,53.0,12.0,https://m.weibo.cn/status/HCP1BBiIm?mblogid=HCP1BBiIm&luicode=10000011&lfid=1076035687069307,False
22,2019-07-10 12:17:26,最近三只债基分红，全选现金即可 ,782.0,251.0,19.0,https://m.weibo.cn/status/HCNOU53ar?mblogid=HCNOU53ar&luicode=10000011&lfid=1076035687069307,False
23,2019-07-09 21:50:46,“基于初中学业水平考试成绩、结合综合素质评价”，不会又回到特长生的老路了吧，简简单单考试按分上学不好吗,673.0,186.0,21.0,https://m.weibo.cn/status/HCI987Vtd?mblogid=HCI987Vtd&luicode=10000011&lfid=1076035687069307,False
24,2019-07-08 22:49:48,请教各位虎爸虎妈一个问题，你们都给孩子报什么兴趣班了。包括才艺和体育的，孩子和你们对哪个项目最满意。 ,1207.0,740.0,67.0,https://m.weibo.cn/status/HCz6AnJBj?mblogid=HCz6AnJBj&luicode=10000011&lfid=1076035687069307,False
25,2019-07-08 10:27:04,去年的钻石坑很难回去，除非流动性开始减少，但这个概率不大。<br /><br />不过想要大涨，还需要宏观经济拐点出现。<br /><br />流动性+宏观走好，才是真正大牛市的基础。<br /><br />密切关注下个月披露完毕的半年报。 ,1476.0,411.0,131.0,https://m.weibo.cn/status/HCuf73pJW?mblogid=HCuf73pJW&luicode=10000011&lfid=1076035687069307,False
26,2019-07-08 10:17:16,跟儿子在路上走。<br /><br />“你老往后看什么呢”<br /><br />“后面有个小朋友”<br /><br />“小朋友怎么了”<br /><br />“是个女孩！”<br /><br />“女孩怎么了？”<br /><br />“我不是跟你说过吗？”<br /><br />“嗯？”<br /><br />“漂亮女孩我都喜欢！”<br /><br />……百感交集。 ,1672.0,424.0,23.0,https://m.weibo.cn/status/HCub8kitO?mblogid=HCub8kitO&luicode=10000011&lfid=1076035687069307,False
27,2019-07-08 10:06:50,这种行情你就知道网格的好处了。<br /><br />上上下下来回提款。 ,970.0,291.0,36.0,https://m.weibo.cn/status/HCu6TBX0v?mblogid=HCu6TBX0v&luicode=10000011&lfid=1076035687069307,False
28,2019-07-08 10:03:25,到了我们买的日子，暴涨想让我们接盘，不买不完了吗。<br /><br />还不是要乖乖跌回来？<br /><br />踏踏实实的。 ,1062.0,268.0,22.0,https://m.weibo.cn/status/HCu5wf0sG?mblogid=HCu5wf0sG&luicode=10000011&lfid=1076035687069307,False
29,2019-07-08 09:50:52,与央行共进退,634.0,120.0,20.0,https://m.weibo.cn/status/HCu0qnGfL?mblogid=HCu0qnGfL&luicode=10000011&lfid=1076035687069307,False
30,2019-07-07 20:55:40,第一次暴雨中跑步。<br /><br />也是一种人生体验了。 ,1284.0,419.0,10.0,https://m.weibo.cn/status/HCoVLn4vM?mblogid=HCoVLn4vM&luicode=10000011&lfid=1076035687069307,False
31,2019-07-05 21:48:25,"最高1441，回家吃面吧。<span class=""url-icon""><img alt=[摊手] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_tanshou-3abaa4ed77.png"" style=""width:1em; height:1em;"" /></span>",922.0,342.0,19.0,https://m.weibo.cn/status/HC6qbAiLr?mblogid=HC6qbAiLr&luicode=10000011&lfid=1076035687069307,False
32,2019-07-05 11:10:45,看完了，两星。<br /><br />一句话总结：没人比我更懂克服困难经营房地产。<br /><br />不用浪费时间看了。 ,1182.0,388.0,18.0,https://m.weibo.cn/status/HC2fm5DAp?mblogid=HC2fm5DAp&luicode=10000011&lfid=1076035687069307,False
33,2019-07-04 21:10:16,这个月争取看6本 ,1358.0,439.0,51.0,https://m.weibo.cn/status/HBWKd21bB?mblogid=HBWKd21bB&luicode=10000011&lfid=1076035687069307,False
34,2019-07-04 15:54:39,羡慕。有孩子，没法环游世界……,798.0,252.0,20.0,https://m.weibo.cn/status/HBUG6bMJZ?mblogid=HBUG6bMJZ&luicode=10000011&lfid=1076035687069307,False
35,2019-07-03 15:16:45,问各位帝都旅游达人一个小问题<br /><br />北京周边有没有那种民宿，一住十天半个月，出门就能游山玩水，钓鱼捉虾，最好能种点菜至少挖个萝卜之类的地方。<br /><br />住的干净有空调就行。<br /><br />不用太便宜，也别太贵，别超1000一天吧。 ,1509.0,528.0,26.0,https://m.weibo.cn/status/HBL0de7Wr?mblogid=HBL0de7Wr&luicode=10000011&lfid=1076035687069307,False
36,2019-07-03 14:59:57,没人比我更懂瞎蒙。 ,1297.0,328.0,6.0,https://m.weibo.cn/status/HBKToBYcm?mblogid=HBKToBYcm&luicode=10000011&lfid=1076035687069307,False
37,2019-07-03 11:34:24,不过实话实说，李彦宏51了，保养到这个程度，真的服。 ,1092.0,277.0,7.0,https://m.weibo.cn/status/HBJxXuRk1?mblogid=HBJxXuRk1&luicode=10000011&lfid=1076035687069307,False
38,2019-07-03 09:06:04,回复<a href='/n/花开花落95708'>@花开花落95708</a>:千万别这么想我只是做大概率对的事，大概率就意味着也有可能出错。是人都会出错，所以我主要是靠蒙//<a href='/n/花开花落95708'>@花开花落95708</a>:E大这么谨慎的人买肯定错不了！,700.0,242.0,9.0,https://m.weibo.cn/status/HBIzKuKF8?mblogid=HBIzKuKF8&luicode=10000011&lfid=1076035687069307,False
39,2019-07-02 23:27:39,不要这样，容易骄傲 ,1004.0,311.0,10.0,https://m.weibo.cn/status/HBEMYiUtb?mblogid=HBEMYiUtb&luicode=10000011&lfid=1076035687069307,False
40,2019-07-02 13:30:09,懂我的人不多 ,1735.0,719.0,25.0,https://m.weibo.cn/status/HBASrBlih?mblogid=HBASrBlih&luicode=10000011&lfid=1076035687069307,False
41,2019-07-02 13:27:48,有些人的说法是：不抽烟不喝酒，活着还有什么意思？,574.0,266.0,40.0,https://m.weibo.cn/status/HBARv3M8E?mblogid=HBARv3M8E&luicode=10000011&lfid=1076035687069307,False
42,2019-07-01 21:37:07,分享图片 ,1116.0,498.0,14.0,https://m.weibo.cn/status/HBuDBEEFj?mblogid=HBuDBEEFj&luicode=10000011&lfid=1076035687069307,False
43,2019-07-01 18:38:34,是不是要挑战历史新高了。<br /><br />好消息不断。 ,942.0,226.0,14.0,https://m.weibo.cn/status/HBtt8risj?mblogid=HBtt8risj&luicode=10000011&lfid=1076035687069307,False
44,2019-07-01 14:58:52,还剩10份，150是真的没钱了。这10份还有机会买进去吗？<br /><br />我相信有。大概率有。<br /><br />如果发生了小概率事件，也无所谓。<br /><br />无论如何，想清楚“最差会怎样”，问问自己能不能接受。能接受，干就行了。 ,1324.0,534.0,44.0,https://m.weibo.cn/status/HBs1XrDvL?mblogid=HBs1XrDvL&luicode=10000011&lfid=1076035687069307,False
45,2019-07-01 11:33:48,"一高兴又想送礼物。<br /><br />不行，这是病，得治治了……<span class=""url-icon""><img alt=[抱抱] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_baobao-b928ba5761.png"" style=""width:1em; height:1em;"" /></span> ",1665.0,1076.0,8.0,https://m.weibo.cn/status/HBqGIFvSq?mblogid=HBqGIFvSq&luicode=10000011&lfid=1076035687069307,False
46,2019-07-01 10:56:35,一张图告诉你为什么每次发车后都会累的休息半天。<br /><br />每一个细节都是这样在意。<br /><br />想送小助理一个4K显示器…… ,1153.0,512.0,7.0,https://m.weibo.cn/status/HBqrChLK8?mblogid=HBqrChLK8&luicode=10000011&lfid=1076035687069307,False
47,2019-07-01 10:23:07,A股的成交量80%都是散户完成的。绝大多数散户非常不理性，这也造就了无论怎么样一点风吹草动都会造成暴涨暴跌。这对很多人来说是灾难，但对我们来说是最好不过的事。大是大非面前，不要做错。,944.0,219.0,88.0,https://m.weibo.cn/status/HBqe2a2OD?mblogid=HBqe2a2OD&luicode=10000011&lfid=1076035687069307,False
48,2019-07-01 10:15:10,一个感想：<br /><br />虽然涨跌都舒服，但<br /><br />还是赚钱更舒服。 ,1257.0,365.0,24.0,https://m.weibo.cn/status/HBqaO4vpR?mblogid=HBqaO4vpR&luicode=10000011&lfid=1076035687069307,False
49,2019-07-01 09:57:42,随时受不了 ,869.0,293.0,2.0,https://m.weibo.cn/status/HBq3IDSQR?mblogid=HBq3IDSQR&luicode=10000011&lfid=1076035687069307,False
50,2019-06-30 14:29:49,礼物买好了，还要一段时间才能拿到，两位别急。<br /><br />听BGM绝配。 ,1344.0,509.0,10.0,https://m.weibo.cn/status/HBipFAk7l?mblogid=HBipFAk7l&luicode=10000011&lfid=1076035687069307,True
51,2019-06-28 14:19:47,回复<a href='/n/好好戴口罩'>@好好戴口罩</a>:挺好。至少不是去年钻石坑里卖出，现在卖好歹是赚钱的。终点也是另一个起点的开始，继续赚钱，继续攒钱，继续投资。为下一个人生目标积累力量。,731.0,147.0,10.0,https://m.weibo.cn/status/HAZuBuS8m?mblogid=HAZuBuS8m&luicode=10000011&lfid=1076035687069307,True
52,2019-06-28 11:05:32,不就不发车吗，还闹小脾气了呢……乖，再跌一天我们就买了啊。别闹了。 ,1431.0,491.0,18.0,https://m.weibo.cn/status/HAYdLd7SP?mblogid=HAYdLd7SP&luicode=10000011&lfid=1076035687069307,True
53,2019-06-28 11:03:49,"回复<a href='/n/沙棘枝'>@沙棘枝</a>:<span class=""url-icon""><img alt=[嘻嘻] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_xixi-813ededea2.png"" style=""width:1em; height:1em;"" /></span> 不会了。要不是偶尔上球球有人圈我，我根本看不到。看到了一笑而过也就算了，理解他们，为了多点人关注也不容易。JSL我不去了，球球我不去了，空间都留给他们，祝他们早日红起来~~//<a href='/n/沙棘枝'>@沙棘枝</a>:看到益达心态越来越好，再也不会随便被喷子影响心情了，真的很开心",573.0,133.0,5.0,https://m.weibo.cn/status/HAYd44HfG?mblogid=HAYd44HfG&luicode=10000011&lfid=1076035687069307,True
54,2019-06-28 10:09:00,"又被人喷了。这次喷点是文笔不好以及不分享核心投资思路…<br /><br />还有，有人喷微博评论里彩虹屁太多。没错，就是各位害我被喷了！<span class=""url-icon""><img alt=[哼] src=""//h5.sinaimg.cn/m/emoticon/icon/default/d_heng-fe4c7da3e7.png"" style=""width:1em; height:1em;"" /></span><br /><br />虽然我知道大家都是朋友在开玩笑逗着玩，但有些人他真当真啊，喷了。 ",1033.0,471.0,18.0,https://m.weibo.cn/status/HAXQOnCc1?mblogid=HAXQOnCc1&luicode=10000011&lfid=1076035687069307,True
55,2019-06-28 09:36:31,大概率周日晚或者下周一发车，踏踏实实的。<br /><br />150也没几车了，且开且珍惜。 ,1301.0,530.0,24.0,https://m.weibo.cn/status/HAXDD4314?mblogid=HAXDD4314&luicode=10000011&lfid=1076035687069307,True
56,2019-06-27 19:41:50,其实很多不文明现象的根源，都在于：<br /><br />你的心里是不是有别人。是不是会意识到自己的行为有可能给别人造成麻烦和困扰。<br /><br />这个“别人”，不仅是你认识的人，还有那些素昧平生的人。<br /><br />很多人眼中的陌生人只有两种：第一种是对自己有好处的人，第二种是多余的人。 ,998.0,273.0,58.0,https://m.weibo.cn/status/HASaQ3y1n?mblogid=HASaQ3y1n&luicode=10000011&lfid=1076035687069307,True
57,2019-06-27 19:36:43,看评论可以知道我们要进入文明社会至少还要50年。另外，那么多人在外面讨厌小孩，完全是很多熊家长造成的。,454.0,133.0,23.0,https://m.weibo.cn/status/HAS8LbMqi?mblogid=HAS8LbMqi&luicode=10000011&lfid=1076035687069307,True
58,2019-06-27 17:43:10,回复<a href='/n/hi阿征'>@hi阿征</a>:正规平台我赚不到钱是我自己技术不好我认了。如果我技术没问题是平台出问题导致本金损失我无法原谅自己，说明我连基本的风险意识都不够。//<a href='/n/hi阿征'>@hi阿征</a>:交易安心是如此的重要,523.0,101.0,21.0,https://m.weibo.cn/status/HARoFcRl0?mblogid=HARoFcRl0&luicode=10000011&lfid=1076035687069307,True
59,2019-06-27 17:37:24,我怕的就是这种。如果不会有官方交易平台出现，那么什么时候比特币能够去中心化，能够随意在玩家之间安全交易，我才会考虑。民间的交易平台就算了。,527.0,125.0,46.0,https://m.weibo.cn/status/HARmk5fAT?mblogid=HARmk5fAT&luicode=10000011&lfid=1076035687069307,True
60,2019-06-25 18:53:39,你也做不好。想当年那么火的MSN让你们玩坏了。,536.0,227.0,6.0,https://m.weibo.cn/status/HAz0hCGgb?mblogid=HAz0hCGgb&luicode=10000011&lfid=1076035687069307,True
61,2019-06-22 23:01:57,比特币2017年12月到了19299，2018年最低到了3225，下跌83%。这个跌幅跌破了我信奉的“不会死的品种极限跌幅是80%”的极限值。但是到现在，即使在3800这个跌幅80%的位置买，也赚了160%。但是我没买，第一我不知道它会不会死，第二我不知道哪里有合法正规的交易所……,814.0,218.0,57.0,https://m.weibo.cn/status/HA8lzyYTt?mblogid=HA8lzyYTt&luicode=10000011&lfid=1076035687069307,True
62,2019-06-21 18:14:30,都没问题，我也继续把好运气分给大家。不过确实没法及时看到所有私信和评论，在这里就祝所有朋友各种心想事成！ ,1296.0,239.0,5.0,https://m.weibo.cn/status/HzX2p3P5i?mblogid=HzX2p3P5i&luicode=10000011&lfid=1076035687069307,True
63,2019-06-21 15:03:03,舒坦。 ,1026.0,206.0,5.0,https://m.weibo.cn/status/HzVMHm7nO?mblogid=HzVMHm7nO&luicode=10000011&lfid=1076035687069307,True
64,2019-06-21 09:34:18,$中证500 sz399905$   你这样别人会以为你是垃圾股指数的……<br /><br />收了神通吧，慢慢来。 ,687.0,107.0,3.0,https://m.weibo.cn/status/HzTDfyqcO?mblogid=HzTDfyqcO&luicode=10000011&lfid=1076035687069307,True
65,2019-06-21 09:27:14,今天512980高挂的人赚到了。不知道谁乌龙指。 ,553.0,99.0,4.0,https://m.weibo.cn/status/HzTAofG1d?mblogid=HzTAofG1d&luicode=10000011&lfid=1076035687069307,True
66,2019-06-21 08:48:50,6月各指数刚把垃圾股调出去，就可以炒壳了。成心的吧？ ,660.0,107.0,12.0,https://m.weibo.cn/status/HzTkO1r2X?mblogid=HzTkO1r2X&luicode=10000011&lfid=1076035687069307,True
67,2019-06-20 22:39:31,只要今晚不掉链子，明天大多数人油气都能收一网了。但这里建议最好留点利润长线锁仓，至于为什么，以后你回来翻这条微博就懂了。 ,932.0,285.0,42.0,https://m.weibo.cn/status/HzPltrWPz?mblogid=HzPltrWPz&luicode=10000011&lfid=1076035687069307,True
68,2019-06-20 21:37:22,你还真来劲了是吧 ,585.0,131.0,8.0,https://m.weibo.cn/status/HzOWfFQuR?mblogid=HzOWfFQuR&luicode=10000011&lfid=1076035687069307,True
69,2019-06-20 18:23:49,如果是真的油价还不搞到150吗,537.0,127.0,25.0,https://m.weibo.cn/status/HzNFH8YhZ?mblogid=HzNFH8YhZ&luicode=10000011&lfid=1076035687069307,True
70,2019-06-20 16:55:22,"为什么我没有这样的好闺蜜！<span class=""url-icon""><img alt=[酸] src=""//h5.sinaimg.cn/m/emoticon/icon/others/h_suan-a1ba7ede34.png"" style=""width:1em; height:1em;"" /></span> 不过我感觉这应该是个假新闻……",394.0,101.0,14.0,https://m.weibo.cn/status/HzN5NcxGX?mblogid=HzN5NcxGX&luicode=10000011&lfid=1076035687069307,True
71,2019-06-20 16:42:40,舒坦。 ,935.0,188.0,3.0,https://m.weibo.cn/status/HzN0Da6DZ?mblogid=HzN0Da6DZ&luicode=10000011&lfid=1076035687069307,True
72,2019-06-20 16:16:02,回复<a href='/n/猩猩点灯很紧张'>@猩猩点灯很紧张</a>:涨跌当然都有可能。重注压对了也可能收获不小。但做投资始终要考虑的，是如果我判断错了会如何？不要让自己错一次悔十年。不如用概率思维指导布局。一个建议。//<a href='/n/猩猩点灯很紧张'>@猩猩点灯很紧张</a>:回复<a href='/n/游闲公子连车骑'>@游闲公子连车骑</a>:这次会很特殊，这次会再回到钻石坑的。2500点见！一起见证,641.0,147.0,42.0,https://m.weibo.cn/status/HzMPP0ejN?mblogid=HzMPP0ejN&luicode=10000011&lfid=1076035687069307,True
73,2019-06-20 11:26:18,相信有不少朋友已经吃到网格的第一笔利润了。<br /><br />慢慢的，你就会体会到波动带来的乐趣。<br /><br />再说一次，波动不是风险，而是机会。只要你做好准备迎接它。 ,1244.0,395.0,44.0,https://m.weibo.cn/status/HzKWdpTi8?mblogid=HzKWdpTi8&luicode=10000011&lfid=1076035687069307,True
74,2019-06-19 10:56:00,"谁追谁被骗钱 <span class=""url-icon""><img alt=[doge] src=""//h5.sinaimg.cn/m/emoticon/icon/others/d_doge-861403219c.png"" style=""width:1em; height:1em;"" /></span>",1315.0,399.0,42.0,https://m.weibo.cn/status/HzBjqb16s?mblogid=HzBjqb16s&luicode=10000011&lfid=1076035687069307,True
75,2019-06-19 09:45:54,"说新高就新高非常听话。 <a data-url=""http://t.cn/AiNE7xgg"" href=""https://wx1.sinaimg.cn/large/006cSmwjly1g4681rzbrkj30u012t43h.jpg"" data-hide=""""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png'></span><span class=""surl-text"">评论配图</span></a>",704.0,96.0,4.0,https://m.weibo.cn/status/HzAQYoTuS?mblogid=HzAQYoTuS&luicode=10000011&lfid=1076035687069307,True
76,2019-06-19 09:41:19,普通人这样对待边检人员也是这样处理吗。真不懂，有没有明白人给说说。,644.0,158.0,16.0,https://m.weibo.cn/status/HzAP7bCll?mblogid=HzAP7bCll&luicode=10000011&lfid=1076035687069307,True
77,2019-06-19 09:39:16,同花顺挂了…有这么火吗 ,651.0,128.0,7.0,https://m.weibo.cn/status/HzAOhs767?mblogid=HzAOhs767&luicode=10000011&lfid=1076035687069307,True
78,2019-06-19 09:29:58,踏踏实实的。<br /><br />大跌的时候别让别人把你的筹码骗走。<br /><br />大涨的时候别让别人把你的钱骗走。 ,1164.0,258.0,119.0,https://m.weibo.cn/status/HzAKv7bOw?mblogid=HzAKv7bOw&luicode=10000011&lfid=1076035687069307,True
79,2019-06-18 23:19:32,难道500C又买回在最低了吗。不，这不是真的。 ,1749.0,413.0,134.0,https://m.weibo.cn/status/HzwKJ5gK6?mblogid=HzwKJ5gK6&luicode=10000011&lfid=1076035687069307,True
80,2019-06-18 23:03:16,为什么要这样对我们，为什么=͟͟͞͞(꒪⌓꒪*) ,823.0,266.0,13.0,https://m.weibo.cn/status/HzwE7yVwl?mblogid=HzwE7yVwl&luicode=10000011&lfid=1076035687069307,True
81,2019-06-18 09:37:03,仓位合适是什么感觉，我告诉你。<br /><br />就是<br /><br />啊啊啊，涨了涨了，好棒啊哈哈哈<br /><br />哎呦我去，怎么跌了！太好了哈哈哈<br /><br />就是这样。<br /><br />发车了都你还在这里刷微博？ ,1600.0,666.0,56.0,https://m.weibo.cn/status/HzrmSrqTI?mblogid=HzrmSrqTI&luicode=10000011&lfid=1076035687069307,True
82,2019-06-17 16:48:58,钦定了，明天开盘前发。,1081.0,389.0,13.0,https://m.weibo.cn/status/HzkLHzhPX?mblogid=HzkLHzhPX&luicode=10000011&lfid=1076035687069307,True
83,2019-06-17 15:43:10,今日两市绝大多数指数调整成分股。由于指数编制机制以及最近行情走势的问题，几乎所有指数估值都上升了。<br /><br />成分股越多的宽基指数受影响较小，比如500或者1000。成分股少的宽基，比如50，以及行业指数，影响较大。 ,1189.0,212.0,53.0,https://m.weibo.cn/status/HzkkZjMt1?mblogid=HzkkZjMt1&luicode=10000011&lfid=1076035687069307,True
84,2019-06-15 09:46:30,这么多年都是给别人面试，今天居然又等着交材料面试了… ,1719.0,391.0,10.0,https://m.weibo.cn/status/HyZ9e5L2U?mblogid=HyZ9e5L2U&luicode=10000011&lfid=1076035687069307,True
85,2019-06-14 14:55:44,黄金进入突破区域，能不能突破成功很刺激啊,1089.0,278.0,14.0,https://m.weibo.cn/status/HyRKfljpF?mblogid=HyRKfljpF&luicode=10000011&lfid=1076035687069307,True
86,2019-06-14 07:59:02,因为调整成分股，所以预计月中发车在下周二 ,1566.0,637.0,17.0,https://m.weibo.cn/status/HyP16zQyv?mblogid=HyP16zQyv&luicode=10000011&lfid=1076035687069307,True
87,2019-06-13 13:50:05,震惊，一天没发微博收到友人短信问候…<br /><br />报个平安，人在呢人在呢。 ,1872.0,638.0,10.0,https://m.weibo.cn/status/HyHT6lpXr?mblogid=HyHT6lpXr&luicode=10000011&lfid=1076035687069307,True
