,date,title,description,text,link,sended
10,2018-04-26 13:59,,"回复<a href=""http://xueqiu.com/n/偏好设置"" target=""_blank"">@偏好设置</a>: 有做市商啊。否则就目前A股ETF的情况，各位一笔直接轰到涨停了！//<a href=""http://xueqiu.com/n/偏好设置"" target=""_blank"">@偏好设置</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:搞不懂，512580卖一怎么总是10000？","回复<a href=""http://xueqiu.com/n/偏好设置"" target=""_blank"">@偏好设置</a>: 有做市商啊。否则就目前A股ETF的情况，各位一笔直接轰到涨停了！//<a href=""http://xueqiu.com/n/偏好设置"" target=""_blank"">@偏好设置</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:搞不懂，512580卖一怎么总是10000？",https://xueqiu.com/4776750571/106059038,True
11,2018-04-26 13:50,,"回复<a href=""http://xueqiu.com/n/zy77"" target=""_blank"">@zy77</a>: 我没那么好啦……<img src=""//assets.imedao.com/ugc/images/face/emoji_21_shine.png"" title=""[害羞]"" alt=""[害羞]"" height=""24"" />//<a href=""http://xueqiu.com/n/zy77"" target=""_blank"">@zy77</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:没什么，就你聪明，别人都傻。满意了吗？","回复<a href=""http://xueqiu.com/n/zy77"" target=""_blank"">@zy77</a>: 我没那么好啦……<img src=""//assets.imedao.com/ugc/images/face/emoji_21_shine.png"" title=""[害羞]"" alt=""[害羞]"" height=""24"" />//<a href=""http://xueqiu.com/n/zy77"" target=""_blank"">@zy77</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:没什么，就你聪明，别人都傻。满意了吗？",https://xueqiu.com/4776750571/106058270,True
12,2018-04-26 13:29,,保持节奏。保证绝大多数人都死了你还有子弹跟敌人干。,<p>保持节奏。保证绝大多数人都死了你还有子弹跟敌人干。</p>,https://xueqiu.com/4776750571/106056058,True
13,2018-04-26 11:58,,确定发车半小时； 写文章一小时； 找音乐半个月。 …… 有骨气，不见不散。,<p>确定发车半小时；</p><p><br/></p><p>写文章一小时；</p><p><br/></p><p>找音乐半个月。</p><p><br/></p><p>……</p><p><br/></p><p>有骨气，不见不散。</p>,https://xueqiu.com/4776750571/106050088,True
14,2018-04-26 10:37,,"回复<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>: 我说估值接近十年最低，这是说价格见底了？后面白纸黑字写的，趋势不好，短期继续跌的概率大，这是见底了？指数跟股票能一样吗？股票三个月能有多大变化？指数一天时间调整一次成分股估值会发生巨幅变动。说实话，你这样的人多了，我越来越不想说话。因为无论说的怎么清楚，都会有人...","回复<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>: 我说估值接近十年最低，这是说价格见底了？后面白纸黑字写的，趋势不好，短期继续跌的概率大，这是见底了？<br/><br/><br/>指数跟股票能一样吗？股票三个月能有多大变化？指数一天时间调整一次成分股估值会发生巨幅变动。<br/><br/><br/>说实话，你这样的人多了，我越来越不想说话。因为无论说的怎么清楚，都会有人用自己的意愿曲解你的话，然后埋怨你。<br/><br/><br/>所以，总结，话多真的不是什么好事。确实没错。//<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:先说好，不准玩文字游戏 <a href=""https://xqimg.imedao.com/162ffbd892b8e63fdff759fc.jpeg!thumb.jpg"" title=""https://xqimg.imedao.com/162ffbd892b8e63fdff759fc.jpeg!thumb.jpg"" target=""_blank"" class=""co-img-link"">查看图片</a>",https://xueqiu.com/4776750571/106040890,True
15,2018-04-26 09:51,,前天有没有进去的，报个道吧……,前天有没有进去的，报个道吧……,https://xueqiu.com/4776750571/106033387,True
16,2018-04-26 09:38,,"回复<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>: 我什么时候说见底了。十分钟之内你找不到原话拉黑你。最讨厌造谣的。键盘敲一敲什么都敢说。//<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:一年前中证红利三千多点你不买，现在4500你说见底了，还不是一样么","回复<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>: 我什么时候说见底了。十分钟之内你找不到原话拉黑你。最讨厌造谣的。键盘敲一敲什么都敢说。//<a href=""http://xueqiu.com/n/小毛孩"" target=""_blank"">@小毛孩</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:一年前中证红利三千多点你不买，现在4500你说见底了，还不是一样么",https://xueqiu.com/4776750571/106031069,True
17,2018-04-26 09:32,,有个事情我不明白啊，学习好的给讲讲。 经常看到有些大牛股，半年一倍，三年五倍那种。比如从10块涨到60，其中30-60是半年涨的。超赞的。 然后高点回调，回调到55吧。然后就有很多人很激动，啊啊啊，好值啊，必须买了。加仓加仓。然后50，继续加，千年不遇的机会。 然而，三个月前不是比现在还低...,<p>有个事情我不明白啊，学习好的给讲讲。</p><p></p><p>经常看到有些大牛股，半年一倍，三年五倍那种。比如从10块涨到60，其中30-60是半年涨的。超赞的。</p><p></p><p>然后高点回调，回调到55吧。然后就有很多人很激动，啊啊啊，好值啊，必须买了。加仓加仓。然后50，继续加，千年不遇的机会。</p><p></p><p>然而，三个月前不是比现在还低吗。应该是当时更有价值吧，为什么不买。排除当时没钱现在有了这个因素。</p><p></p><p>区别只是，三个月前没见过60，现在见过了。</p><p></p><p>是三个月价值有很大提升吗？</p><p></p><p>不是很懂。谁给解个惑。</p>,https://xueqiu.com/4776750571/106029813,True
18,2018-04-26 08:25,,"回复<a href=""http://xueqiu.com/n/LongkerDandy"" target=""_blank"">@LongkerDandy</a>: 没 有 一 个 联 系 我！！好气哦。//<a href=""http://xueqiu.com/n/LongkerDandy"" target=""_blank"">@LongkerDandy</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:说了这么多，修大不只又骗了多少女大学生","回复<a href=""http://xueqiu.com/n/LongkerDandy"" target=""_blank"">@LongkerDandy</a>: 没 有 一 个 联 系 我！！好气哦。//<a href=""http://xueqiu.com/n/LongkerDandy"" target=""_blank"">@LongkerDandy</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:说了这么多，修大不只又骗了多少女大学生",https://xueqiu.com/4776750571/106023693,True
19,2018-04-25 17:38,,"回复<a href=""http://xueqiu.com/n/随机矩阵"" target=""_blank"">@随机矩阵</a>: 行业方面，经济状况一般的时期，消费+医药会比较好。去年是消费，今年是医药。抱团取暖。经济复苏繁荣期，科技、信息产业类指数值得期待。A股弹性大的还有券商和军工，券商是周期，军工是纯炒。一般来讲，周期股在经济繁荣期都会有极佳的表现。//<a href=""http://xueqiu.com/n/随机矩阵"" target=""_blank"">@随机矩阵</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:既然在...","回复<a href=""http://xueqiu.com/n/随机矩阵"" target=""_blank"">@随机矩阵</a>: 行业方面，经济状况一般的时期，消费+医药会比较好。去年是消费，今年是医药。抱团取暖。经济复苏繁荣期，科技、信息产业类指数值得期待。A股弹性大的还有券商和军工，券商是周期，军工是纯炒。一般来讲，周期股在经济繁荣期都会有极佳的表现。//<a href=""http://xueqiu.com/n/随机矩阵"" target=""_blank"">@随机矩阵</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:既然在寒冬展望夏天，那我们大胆想一下：如果牛市来临，那个版块大概率涨幅在所有版块中最大。",https://xueqiu.com/4776750571/105970908,True
20,2018-04-25 16:39,,"回复<a href=""http://xueqiu.com/n/gulugulubing"" target=""_blank"">@gulugulubing</a>: 国债国开债这样的利率债走势不仅与基础利率有关，短期内与资金、避险情绪等都有关系。至于最近这一波债券行情，我个人倾向于认为是债市探底过程中的反弹。从历史经验看，应该还没到位。4.5都摸不到有点虚。看看吧。目前A股总体收益率已经逐渐接近债券收益率，如果能够超过，就...","回复<a href=""http://xueqiu.com/n/gulugulubing"" target=""_blank"">@gulugulubing</a>: 国债国开债这样的利率债走势不仅与基础利率有关，短期内与资金、避险情绪等都有关系。至于最近这一波债券行情，我个人倾向于认为是债市探底过程中的反弹。从历史经验看，应该还没到位。4.5都摸不到有点虚。看看吧。目前A股总体收益率已经逐渐接近债券收益率，如果能够超过，就是继05、08、12年之后最近二十年第四次。之后会发生什么也不用我多讲了。//<a href=""http://xueqiu.com/n/gulugulubing"" target=""_blank"">@gulugulubing</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:e大 本人小白 跟着你买了些广发中债 賺了点小钱 感谢您 但我一直不明白 最近利率不是在涨么 债券价格应该是跌才对啊。很迷惑 可能是一些基本概念没搞清楚 向e大请教",https://xueqiu.com/4776750571/105966165,True
21,2018-04-25 15:15,,"回复<a href=""http://xueqiu.com/n/口水常流"" target=""_blank"">@口水常流</a>: 冬天就要准备春天的播种和秋天的丰收。就像夏天就要准备如何度过漫漫长冬。身在黑暗，心有光明。//<a href=""http://xueqiu.com/n/口水常流"" target=""_blank"">@口水常流</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:E大 现在可以讨论牛市了吗？ 感觉漫漫长冬还没过完啊<img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" /><img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" /><img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" />","回复<a href=""http://xueqiu.com/n/口水常流"" target=""_blank"">@口水常流</a>: 冬天就要准备春天的播种和秋天的丰收。就像夏天就要准备如何度过漫漫长冬。身在黑暗，心有光明。//<a href=""http://xueqiu.com/n/口水常流"" target=""_blank"">@口水常流</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:E大 现在可以讨论牛市了吗？ 感觉漫漫长冬还没过完啊<img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" /><img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" /><img src=""//assets.imedao.com/ugc/images/face/emoji_09_cry.png"" title=""[哭泣]"" alt=""[哭泣]"" height=""24"" />",https://xueqiu.com/4776750571/105958849,True
22,2018-04-25 14:59,,"<a href=""http://xueqiu.com/S/SH000991"" target=""_blank"">$全指医药(SH000991)$</a> 估值相对低，但是涨起来就是没有弹性更大然而更贵的<a href=""http://xueqiu.com/S/SZ399989"" target=""_blank"">$中证医疗(SZ399989)$</a> 涨幅大。 弹性和估值不是一回事。在牛市中，配置一部分弹性更大的品种，可以起到非常好的效果。比如，没有满仓有满仓的效果，或者说，满仓了有杠杆的效果。 买个股，牛市中能否跑赢包含高弹性指数的...","<p><a href=""http://xueqiu.com/S/SH000991"" target=""_blank"">$全指医药(SH000991)$</a> 估值相对低，但是涨起来就是没有弹性更大然而更贵的<a href=""http://xueqiu.com/S/SZ399989"" target=""_blank"">$中证医疗(SZ399989)$</a> 涨幅大。</p><p></p><p>弹性和估值不是一回事。在牛市中，配置一部分弹性更大的品种，可以起到非常好的效果。比如，没有满仓有满仓的效果，或者说，满仓了有杠杆的效果。</p><p></p><p>买个股，牛市中能否跑赢包含高弹性指数的组合，对绝大多数人来说，真不一定。</p>",https://xueqiu.com/4776750571/105957331,True
23,2018-04-24 16:08,,说真的，你现在看纽约油价69，布伦特油价74，还在不停涨。再想想两年前26的时候多少人说以后都是新能源了，油价长期十几块。 就知道什么是人性和投资了。,<p>说真的，你现在看纽约油价69，布伦特油价74，还在不停涨。再想想两年前26的时候多少人说以后都是新能源了，油价长期十几块。</p><p><br/></p><p>就知道什么是人性和投资了。</p>,https://xueqiu.com/4776750571/105864583,True
24,2018-04-24 15:49,,"回复<a href=""http://xueqiu.com/n/不明真相的大韭菜"" target=""_blank"">@不明真相的大韭菜</a>: 全市场的话，距离当时的估值还差25%左右。但是有两点特别有趣的分享一下：第一，好几个指数的估值已经低于当时或极度接近了。因为目前A股这种分化历史上下跌趋势中从未出现过。到底原因是什么还没想清楚。又得贵，有的便宜。第二，这25%的差距，如果不涨不跌，继续横盘，在...","回复<a href=""http://xueqiu.com/n/不明真相的大韭菜"" target=""_blank"">@不明真相的大韭菜</a>: 全市场的话，距离当时的估值还差25%左右。但是有两点特别有趣的分享一下：第一，好几个指数的估值已经低于当时或极度接近了。因为目前A股这种分化历史上下跌趋势中从未出现过。到底原因是什么还没想清楚。又得贵，有的便宜。第二，这25%的差距，如果不涨不跌，继续横盘，在一年半到2年之间即可消化完毕。如果跌10%，则半年就能消化到当时的估值。注意，不是上证跌，而是那些死贵的品种跌就够了。所以，目前距离比较便宜的区域，已经不远了。//<a href=""http://xueqiu.com/n/不明真相的大韭菜"" target=""_blank"">@不明真相的大韭菜</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:在复习E大以前的帖子，也就是干货合集，启发良多<img src=""//assets.imedao.com/ugc/images/face/emoji_35_like.png"" title=""[很赞]"" alt=""[很赞]"" height=""24"" /><img src=""//assets.imedao.com/ugc/images/face/emoji_35_like.png"" title=""[很赞]"" alt=""[很赞]"" height=""24"" /><br/>请问E大，按PE、PB，目前市场的状态离2012.11.27还有多大的差距？<br/>还请不吝赐教！",https://xueqiu.com/4776750571/105862794,True
25,2018-04-24 15:16,,"回复<a href=""http://xueqiu.com/n/真_井木犴"" target=""_blank"">@真_井木犴</a>: 傻子不够用了市场就很难赚超额收益了。你看美股，老巴和私募基金经理打赌，私募基金经理挑了6个还是8个基金经理做个组合跟指数干，结果居然没有一个人赢。市场里面的人越来越聪明，越来越理性的时候，就特别难了。有诗为证：浑水摸鱼赚得多，小猪佩奇笑哈哈。待到小鱼被吃光，乔治...","回复<a href=""http://xueqiu.com/n/真_井木犴"" target=""_blank"">@真_井木犴</a>: 傻子不够用了市场就很难赚超额收益了。你看美股，老巴和私募基金经理打赌，私募基金经理挑了6个还是8个基金经理做个组合跟指数干，结果居然没有一个人赢。市场里面的人越来越聪明，越来越理性的时候，就特别难了。有诗为证：浑水摸鱼赚得多，小猪佩奇笑哈哈。待到小鱼被吃光，乔治只能唱凉凉。//<a href=""http://xueqiu.com/n/真_井木犴"" target=""_blank"">@真_井木犴</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:傻子不够用了怎么办<img src=""//assets.imedao.com/ugc/images/face/emoji_23_blood.png"" title=""[吐血]"" alt=""[吐血]"" height=""24"" />",https://xueqiu.com/4776750571/105859863,True
26,2018-04-24 14:54,,我的投资理念啊， 一个是不预测，因为预测不了。水平高点的人，预测正确的次数多点，水平低的人每次都错。但是人类没有预测能力，总是依靠预测，最后都要翻车。 第二个是建立一套体系。把所有可能会发生的未来放进去。然后根据数据、经验调整参数，用各种策略实现投资目标。 第三个，投资目标是什...,<p>我的投资理念啊，</p><p><br/></p><p>一个是不预测，因为预测不了。水平高点的人，预测正确的次数多点，水平低的人每次都错。但是人类没有预测能力，总是依靠预测，最后都要翻车。</p><p><br/></p><p>第二个是建立一套体系。把所有可能会发生的未来放进去。然后根据数据、经验调整参数，用各种策略实现投资目标。</p><p><br/></p><p>第三个，投资目标是什么呢。当然首先是不会死。就算所有人都死我也要最后一个倒下。我打不过你，我也要活得比你长，耗死你。最后还是我赢。第二个是经过一轮牛熊，回头看我得收益率比指数涨幅高。30%以上，最好50%，100%就可遇不可求了。美股那样的市场很难，A股真的容易点。因为疯狂。这样一轮两轮三轮之后，就不得了了。</p><p><br/></p><p>第四个是路径。实现目标的路径很重要的一点就是买便宜货。我的帖子下面经常有人替我担心踏空。我劝你们省省吧，别浪费键盘了。我的自信程度你永远也想象不到。我的自信不是说我不买就不会涨，那又是预测了。我的自信是，我只买我认为值得我买的东西。如果不值得我买，涨了又管我什么事。踏空？我在股市已经赚了_______，我怕什么踏空？我更怕的是把赚的钱还回去。所以，别为我操心，多操心一下自己怎么多赚点。而且，我觉得吧，老天爷也会鼓励有耐心&amp;理性的人。如果这样的人还没疯狂的人赚得多，那世界不是乱套了。钱吗，总是一点点从疯子兜里流向理性的人兜里的。</p>,https://xueqiu.com/4776750571/105857568,True
27,2018-04-24 14:41,,"回复<a href=""http://xueqiu.com/n/旅者阿王"" target=""_blank"">@旅者阿王</a>: 我没有预期，它怎么如我的意或者不如呢。便宜的话，我就多买点。贵的话呢，就少买点。特别贵呢，我就卖点。它无论怎么表演，我都有自己的应对方法。从某种意义上讲，它无论怎么做，都是如我的意。跌得多了，让我买更便宜的东西我当然更开心，不跌也无所谓啦。一两个点，多大点事儿...","回复<a href=""http://xueqiu.com/n/旅者阿王"" target=""_blank"">@旅者阿王</a>: 我没有预期，它怎么如我的意或者不如呢。便宜的话，我就多买点。贵的话呢，就少买点。特别贵呢，我就卖点。它无论怎么表演，我都有自己的应对方法。从某种意义上讲，它无论怎么做，都是如我的意。跌得多了，让我买更便宜的东西我当然更开心，不跌也无所谓啦。一两个点，多大点事儿……//<a href=""http://xueqiu.com/n/旅者阿王"" target=""_blank"">@旅者阿王</a>:回复<a href=""http://xueqiu.com/n/ETF拯救世界"" target=""_blank"">@ETF拯救世界</a>:市场先生不会让你如意的。认识到这一点，才能成熟。",https://xueqiu.com/4776750571/105855940,True
