,title,publishdate,permalink,content,sended
10,201506：本月卖出3份，买入2份,2015-6-1 9:09:15,blog/static/602780662015519915313,"卖出：<wbr><div><br></div><div>2份100etf</div><div>1份180etf</div><div><br></div><div>买入：</div><div><br></div><div>1份150275 一带一A</div><div>1份150235 券商A</div><div><br></div><div><span style=""color: rgb(89, 89, 89); font-family: 'Hiragino Sans GB W3', 'Hiragino Sans GB', Arial, Helvetica, simsun, u5b8bu4f53; line-height: 28px; background-color: rgb(250, 250, 250);""   >操作后，剩余5.5份100etf；4.5份180etf；</span><span style=""line-height: 28px; color: rgb(89, 89, 89); font-family: 'Hiragino Sans GB W3', 'Hiragino Sans GB', Arial, Helvetica, simsun, u5b8bu4f53; background-color: rgb(250, 250, 250);""   >3.45份恒生etf，0.75份黄金etf，1份华安石油，1份华宝油气。</span></div><div><br></div><div>说明：在ETF计划中加入A类，一开始我是拒绝的。不过现在的价格真是有诱惑力，没理由不买点。买就买吧。</div>",True
11,持仓A类一览,2015-5-30 16:03:14,blog/static/6027806620154304123867,每天都会有新的A类暴跌到开枪区域，现在已经持仓以下A类，如果有新的品种加入，会更新本文。<div><br></div><div>150275</div><div>150273</div><div>150215</div><div>150179</div><div>150219</div><div>150186</div><div>150235</div><div><br></div><div>持仓量当然有轻有重。隐含收益率并不是最优先考虑因素。折价率＋母基下折幅度才是最重要的。</div><div><br></div><div>另外，某些A类品种其实可以巧妙的与行业ETF搭配形成一个风险对冲组合，如何做大家可以自己思考。</div><div><br></div><div>每天拜财神，希望A类继续暴跌。满仓区域将是折价28%－30%附近，算是贪心吗？<br><br><wbr></div>,True
12,今天有场大战役/没搞满！,2015-5-28 6:28:53,blog/static/60278066201542862853369,"为了避免当年同瑞b说太早结果没达到最理想收益的情况，今天先不说。<div><br></div><div>有心的朋友可以去集思录自己找：今天折价率有可能到25%甚至更高的有下折的无限期品种，买入即可。注意：短期有可能继续下跌，长期必然大赚。想清楚再买。</div><div><br></div><div>昨天已经把资金准备妥当，大战役，一触即发。希望天随人愿，希望疯子继续疯狂。</div><div><br></div><div>---------------------------------</div><div><br></div><div>结果：比预想的低了3%。好歹建了十几个点的仓。</div><div><br></div><div><span style=""color: rgb(51, 51, 51); font-family: 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 13.9130439758301px; line-height: 24px;""   >150275 150273 150186</span></div><div><font color=""#333333""   face=""Helvetica Neue, Helvetica, Arial, sans-serif""   ><span style=""font-size: 14.1666660308838px; line-height: 24px;""   ><br></span></font></div><div><font color=""#333333""   face=""Helvetica Neue, Helvetica, Arial, sans-serif""   ><span style=""font-size: 14.1666660308838px; line-height: 24px;""   ><br></span></font></div><div><font color=""#333333""   face=""Helvetica Neue, Helvetica, Arial, sans-serif""   ><span style=""font-size: 14.1666660308838px; line-height: 24px;""   >给机会就再买多点，不给机会就这样吧。几个月后，笑看风云。<br></span></font><br><wbr></div>",True
13,每天a类精彩大戏不断，没精力一个个说了,2015-5-27 9:55:09,blog/static/6027806620154279559303,大家自己去集思录这个页面看，我说几个原则：<wbr><div><br></div><div>http://www.jisilu.cn/data/sfnew/#tlink_3</div><div><br></div><div><br></div><div>点修正收益率。从高到低。</div><div><br></div><div><br></div><div>如果纯吃利息，现在已经有7%以上的了。至于想要多少收益率，自己等就可以。</div><div><br></div><div>如果想吃下折，就要选折价高的，有下折的，同时收益率高的。</div><div><br></div><div>如果另外，利率规则那里，有“其它”的，通常都是高于+4%的。有些品种也不错，也开始折价了，可以关注。</div><div><br></div><div><br></div><div>总之一句话，A类大坑快来了。但大家要慢慢买。年化十几个点的收益现在看没有问题。如果有大坑，25%+的收益也问题不大。毕竟，什么信息，军工，一带一路，母基跌40%简直是肯定的。</div><div><br></div><div>就是这么自信。</div><div><br></div><div>顺便说一句，有下折的A类，折价25%，母基满仓的情况下，本人会投入多于当年2倍于投资金利的资金放到上面。大致是140万左右。几年玩一次，蛮不错。</div>,True
14,写在这个伟大的日子,2015-5-26 13:13:29,blog/static/60278066201542611329659,投资整整12年。<wbr><div><br></div><div>经历过多次凋敝的萧瑟，经历过多次亢奋的喧嚣。</div><div><br></div><div>但今天，是我从未见过的景象。今天的疯狂，已经远远超过07年！</div><div><br></div><div>接下来要发生的，人类证券史上也许没有发生过。</div><div><br></div><div>我非常期待。</div><div><br></div><div><br></div><div>伟大中国，伟大的梦。</div><div><br></div><div>我已经完全看不懂。</div><div><br></div><div>我在印象笔记中，收藏了最近半个月很多有意思的新闻。来帮助自己在未来的某一天，好好回忆这一场狂欢。</div><div><br></div><div>开始准备潜伏一年内低折的A类，目标收益：20%+。关注：信息A 军工A</div>,True
15,本人现阶段资产配置表,2015-5-25 9:45:16,blog/static/60278066201542594516260,"供大家参考，讨论。<div><br></div><div>这个资产配置，现在还在配置期。配置完成后，每三个月或半年调整一次。每类资产配置根据估值比例在25%-75%之间浮动。<br><wbr><div><br></div><div>有不少不合理的地方，要花时间慢慢调。注：ETF计划单独成体系，不计算资产配置内。油气石油这种阶段性投资未列出，实际占得比例基本是实配之外的比例。</div><div><br></div><div>另外，今天恒生又可以做差价了。</div><div><br></div><div><br></div><div><table border=""0""   cellpadding=""0""   cellspacing=""0""   width=""376""   style=""border-collapse:
 collapse;width:282pt;""   >
 <colgroup><col width=""76""   span=""4""   style=""mso-width-source:userset;mso-width-alt:2432;
 width:57pt;""   >
 <col width=""72""   style=""width:54pt;""   >
 <tbody><tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   width=""76""   style=""height:13.5pt;width:57pt;""   >大类资产</td>
  <td width=""76""   style=""width:57pt;""   >最大分配</td>
  <td width=""76""   style=""width:57pt;""   >时点比例</td>
  <td width=""76""   style=""width:57pt;""   >应配比例</td>
  <td width=""72""   style=""width:54pt;""   >实配比例</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >债券现金</td>
  <td>75.00%</td>
  <td>75.00%</td>
  <td>56.25%</td>
  <td>59.79%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >美股欧股</td>
  <td>15.00%</td>
  <td>40.00%</td>
  <td>6.00%</td>
  <td>2.77%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >黄金</td>
  <td>10.00%</td>
  <td>50.00%</td>
  <td>5.00%</td>
  <td>0.41%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >港股</td>
  <td>10.00%</td>
  <td>60.00%</td>
  <td>6.00%</td>
  <td>4.76%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >医药</td>
  <td>35.00%</td>
  <td>25.00%</td>
  <td>8.75%</td>
  <td>0.11%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >消费</td>
  <td>15.00%</td>
  <td>25.00%</td>
  <td>3.75%</td>
  <td>2.16%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >50</td>
  <td>20.00%</td>
  <td>25.00%</td>
  <td>5.00%</td>
  <td>9.39%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >创业</td>
  <td>15.00%</td>
  <td>25.00%</td>
  <td>3.75%</td>
  <td>0.00%</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >500</td>
  <td>20.00%</td>
  <td>25.00%</td>
  <td>5.00%</td>
  <td>0.00%</td>
 </tr></table></div><br></div>",True
16,卖出部分华安石油,2015-5-15 9:29:46,blog/static/60278066201541592946797,卖出一部分华安石油。华宝油气底仓未动。<wbr><div><br></div><div>腾出一部分资金另做它投。</div>,True
17,开始关注A类,2015-5-8 10:34:19,blog/static/6027806620154810341917,150219 &nbsp;健康A &nbsp;+4.5 目前平价，收益率7%。<wbr><div><br></div><div>能到7.5吗？再跌一跌可以派出小股部队探听虚实。</div>,True
18,本月卖出3份,2015-5-4 8:44:42,blog/static/6027806620154484442834,"卖出2份100etf<wbr><div><br></div><div>卖出1份180etf</div><div><br></div><div>操作后，剩余7.5份100etf；5.5份180etf；<span style=""line-height: 28px; background-color: rgb(250, 250, 250); color: rgb(89, 89, 89); font-family: 'Hiragino Sans GB W3', 'Hiragino Sans GB', Arial, Helvetica, simsun, u5b8bu4f53;""   >3.45份恒生etf，0.75份黄金etf，1份华安石油，1份华宝油气。</span></div>",True
19,门票目标，2015第一季全出炉,2015-4-30 9:32:04,blog/static/6027806620153309324578,"原则：<div><br></div><div>10年计划，表中所列为过去十年，每个半年利润都在增加的企业。再筛选原则：pe低于25；pe低于5年年均增长率；pe低于最近一期年报增长率</div><div><br></div><div><div><img title=""门票目标，2015第一季全出炉 - PeterGY - 一个经济观察者的自我修养""   alt=""门票目标，2015第一季全出炉 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img0.ph.126.net/-2OJFGcAmILZJ2A93_tOoQ==/6608196824331157257.jpg""   ></div><div><br></div><div><span style=""font-size: 15.8333330154419px; line-height: 28px;""   >5年计划，表中所列为过去5年，每个半年利润都在增加的企业。再筛选原则：pe低于25；pe低于5年年均增长率；pe低于最近一期季报增长率</span></div><div><span style=""font-size: 15.8333330154419px; line-height: 28px;""   ><br></span></div><div><div><img title=""门票目标，2015第一季全出炉 - PeterGY - 一个经济观察者的自我修养""   alt=""门票目标，2015第一季全出炉 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img1.ph.126.net/LNlIUrR9e-zfQI8Ce8DjBA==/59109745127508811.jpg""   ></div>&nbsp;</div>&nbsp;表中列出的只是每半年，每季度利润都在增加的企业。具体符合条件要再筛选。</div>",True
20,门票策略盘（更新完毕）,2015-4-24 13:15:59,blog/static/60278066201532411559682,"<table border=""0""   cellpadding=""0""   cellspacing=""0""   width=""502""   style=""border-collapse:
 collapse;width:377pt;""   >
 <colgroup><col width=""128""   style=""mso-width-source:userset;mso-width-alt:4096;width:96pt;""   >
 <col width=""87""   style=""mso-width-source:userset;mso-width-alt:2784;width:65pt;""   >
 <col width=""137""   style=""mso-width-source:userset;mso-width-alt:4384;width:103pt;""   >
 <col width=""150""   style=""mso-width-source:userset;mso-width-alt:4800;width:113pt;""   >
 <tbody><tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   width=""128""   style=""height:13.5pt;width:96pt;""   >5年：2015年一季</td>
  <td width=""87""   style=""width:65pt;""   ></td>
  <td width=""137""   style=""width:103pt;""   ></td>
  <td width=""150""   style=""width:113pt;""   ></td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >股票名称</td>
  <td>TTM PE</td>
  <td>5年复合增速</td>
  <td>2015年一季度增速</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >兴业银行</td>
  <td>7.09</td>
  <td>28.83</td>
  <td>10.68</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >南京银行</td>
  <td>8.28</td>
  <td>29.44</td>
  <td>24.91</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >北京银行</td>
  <td>8.65</td>
  <td>22.63</td>
  <td>10.26</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >平安银行</td>
  <td>11.05</td>
  <td>31.53</td>
  <td>11.38</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >格力电器</td>
  <td>10.58</td>
  <td>37.18</td>
  <td>23.09</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >华域汽车</td>
  <td>11.2</td>
  <td>23.82</td>
  <td>13.29</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >鄂武商A</td>
  <td>14.2</td>
  <td>22.54</td>
  <td>21.29</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >白云机场</td>
  <td>14.81</td>
  <td>14.87</td>
  <td>24.2</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >中国平安</td>
  <td>16.71</td>
  <td>23.12</td>
  <td>84.7</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >航民股份</td>
  <td>18.42</td>
  <td>22.6</td>
  <td>24.85</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >东阿阿胶</td>
  <td>21.93</td>
  <td>28.34</td>
  <td>23.16</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >上海医药</td>
  <td>24.17</td>
  <td>71.76</td>
  <td>25.08</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   ></td>
  <td></td>
  <td></td>
  <td></td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   ></td>
  <td></td>
  <td></td>
  <td></td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >10年：2014年年报</td>
  <td></td>
  <td></td>
  <td></td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >股票名称</td>
  <td>TTM PE</td>
  <td>5年复合增速</td>
  <td>2014年年报增速</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >浦发银行</td>
  <td>6.7</td>
  <td>28.9</td>
  <td>15.48</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >格力电器</td>
  <td>10.66</td>
  <td>37.18</td>
  <td>58.8</td>
 </tr>
 <tr height=""18""   style=""height:13.5pt;""   >
  <td height=""18""   style=""height:13.5pt;""   >欧亚集团</td>
  <td>17.58</td>
  <td>21.84</td>
  <td>21</td>
 </tr></table><br><div><br></div><div>2000多只A股，严格筛选出15只。还有一些，比如白药等，只是因为稍微贵点。便宜了也可以加入。各取所需吧。这些股票，长期来看，大部分是能赚钱的</div>",True
21,动态再平衡组合,2015-4-23 13:11:43,blog/static/60278066201532311143939,今天在雪球做了个动态再平衡组合。基本代表了我的态度和想法。<wbr><div><br></div><div>之所以今天做，是因为今天才知道可以在那里做etf组合。不代表今天买这些就合适。</div><div><br></div><div><br></div><div>http://xueqiu.com/P/ZH355726</div>,True
22,在这个浮躁的时候，推荐大家看两本书,2015-4-22 8:40:26,blog/static/60278066201532284026394,"以前推荐过一些书。而在这个浮躁的时候，再推荐两本最经典的<div><br></div><div>塞斯卡拉曼 &nbsp;</div><div>《安全边际》</div><div><br></div><div><br></div><div>格林厄姆</div><div><span style=""line-height: 28px; font-size: 16px;""   >《聪明的投资者》</span></div><div><span style=""line-height: 28px; font-size: 16px;""   ><br></span></div><div><span style=""line-height: 28px; font-size: 16px;""   ><br></span></div><div><span style=""line-height: 28px; font-size: 16px;""   >每本看5遍。</span></div>",True
23,权作留念,2015-4-14 12:35:50,blog/static/60278066201531403341668,"打新以来，赚钱不是最多，但涨停最多的一只。<div><br></div><div>没有之一。</div><div><br></div><div>留个念，等开板。</div><div><br></div><div><div><br></div>&nbsp;<img title=""权作留念 - PeterGY - 一个经济观察者的自我修养""   alt=""权作留念 - PeterGY - 一个经济观察者的自我修养""   src=""http://img1.ph.126.net/x0p74vaqlpCtuHxgTZmTaA==/2194378918536942532.jpg""   style=""line-height: 28px; font-size: 16px; margin: 0px 10px 0px 0px;""   ></div>",True
24,即将进入死亡之顶,2015-4-13 15:53:25,blog/static/60278066201531335325899,"全市场pb 5.5<wbr><div><br></div><div>死亡区域。</div><div><br></div><div><div><img title=""即将进入死亡之顶 - PeterGY - 一个经济观察者的自我修养""   alt=""即将进入死亡之顶 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img0.ph.126.net/b_m0MowKEcVglVrcPlmlag==/1062005087147309562.jpg""   ></div>&nbsp;</div><div><br></div><div>我无法想象未来会有多么惨烈。</div><div><br></div><div>真的，不能想象。</div>",True
25,复杂系统中，会发生很多不可预计的事情,2015-4-9 15:04:46,blog/static/602780662015393446777,H股A照常理很大概率会被套利盘砸的谁都不认识。为什么没发生呢。<wbr><div><br></div><div>你能想到昨晚银华公司发个公告说，母基金额度用光了，昨天申购的母鸡全部作废？</div><div><br></div><div>没错，我也申了，也作废了。</div><div><br></div><div>没有套利盘了，AB想怎么拉就怎么拉吧。</div><div><br></div><div>教训：</div><div><br></div><div>逻辑没错的情况下，也会有意想不到的黑天鹅发生。</div><div><br></div><div>以后要更加保守对待每一笔投资。世界上没有100%的事情，即使大概率，也要再小心，再小心。</div>,True
26,关注H股A,2015-4-8 14:04:58,blog/static/60278066201538245886,H股A+B整体溢价17%，可想而知套利大军快到了。B类由于港股预期极度亢奋，A类被干的机会非常大。<wbr><div><br></div><div>现在收益率7%。</div><div><br></div><div>7.5%开始建仓，8%加大力度。8.5%以上重仓。</div>,True
27,不玩了。关注A股的同学近期不必来这里了,2015-4-2 16:34:31,blog/static/6027806620153243431373,明天清仓。不玩了。<div><br></div><div>为啥？pb破5了。<br><div><br></div><div>当然，ETF计划部分依然留着，有点打新门票留着。<br><wbr><div><br></div><div>有多少钱，不赚了。</div><div><br></div><div>这里也会有一段时间不再谈论A股。</div><div><br></div><div><br></div><div><br></div><div><br></div><div>祝福你们。</div><div><br></div><div>巴菲特与你同在。</div><div><br></div><div><br></div><div>ps：绝非投资建议，再次重申，这里是记录本人投资心得的地方，有对有错。对的时候多，错的时候少。但也有错的时候，所以，别跟。切切。</div></div><br></div>,True
28,大风起兮猪飞扬,2015-3-31 16:18:33,blog/static/60278066201523141011580,"话不多说，看图说话：<wbr><div><br></div><div>1、全市场pe与深综指对比图：</div><div><br></div><div>全市场pe已经越过10年高点，冲向07年最后的高地。能到07年最疯狂的67倍吗？看看猪能飞多高吧。</div><div><br></div><div><div><img title=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   alt=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img0.ph.126.net/RHawyzzv4BluRSD8HQYOnQ==/3358559422213748124.jpg""   ></div>&nbsp;</div><div>2、全市场pb与深综指对比图：</div><div><br></div><div>个人认为，pb从某种角度上来看能够更加准确的反映市场估值。从图上可以看出，2.5倍pb是A股低估的区域，如果有幸打到2倍以下，卖房炒股吧。</div><div>同时，结合上图可以看出，虽然pe\pb是在某个区间不断波动，但指数会越来越高。不仅深综指，中证500，中小指数都能体现这点。买指数，千万不要根据指数的高低买卖，而要根据估值。</div><div><br></div><div><div><img title=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   alt=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img2.ph.126.net/6_NOC0N6YXWkRo9e52jWSg==/2406611050894042202.jpg""   ></div>&nbsp;</div><div>3、股票收益与国债收益对比图：</div><div><br></div><div>股票收益已经离世第三次低于2%了。现在的股票，从整体上来讲，甚至不会比买国债收益高。现在买股票，将会在很长的时间内得到很少的收益。</div><div><br></div><div><div><img title=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   alt=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img2.ph.126.net/XdIRmYXb1_nB2DpTjPnd-w==/6630836868257234426.jpg""   ></div><div><br></div><div>4、各指数近3年pe变化。</div><div><br></div><div><div><img title=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   alt=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img1.ph.126.net/Btw-mtbeh18QWQpkvW23QA==/6630134280326934628.jpg""   ></div><div><br></div><div>5、本人关注的重点行业pe</div><div><br></div><div>&nbsp; &nbsp; 如果整体高估，那么可以不可以从行业板块入手找低估呢。信息产业的估值已经达到了骇人听闻的地步。未来腰斩是最少的。消费、医药、能源全都到了历史最高点附近。</div><div><br></div><div>顺便说一句，看看医药指数的走势，你应该更加理解上面说的，指数是一回事，估值是一回事。估值会在某个区间波动，但指数长期看会一路向上。尤其医药这样的行业。医药、消费，值得你拥有。</div><div><br></div><div>看起来低估的，只有金融了。所以还是那个观点，A股只有两个未来：1，金融股疯狂后崩盘；2，崩盘。</div><div><br></div><div><div><img title=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   alt=""大风起兮猪飞扬 - PeterGY - 一个经济观察者的自我修养""   style=""margin:0 10px 0 0;""   src=""http://img1.ph.126.net/dLmAVWTR7CjI3dAualaklQ==/6630640055675863594.jpg""   ></div>&nbsp;</div>&nbsp;</div>&nbsp;</div>",True
29,同学们，你们账户里真的清干净了？,2015-3-24 10:54:07,blog/static/60278066201522410547990,"看评论，不少同学都清了。<div><br></div><div>警惕性高是好事，但是，<span style=""line-height: 28px; font-size: 16px;""   >我们的ETF计划还有二十几份呢。千万别随心所欲的卖。这个请务必坚定每个月操作一次。</span></div><div><wbr><div><br></div><div>切切。</div></div>",True
30,整体估值一览，记录疯狂年代,2015-3-23 11:51:24,blog/static/602780662015223114712407,"中午扫了一眼wind金融终端，pe数据有点意思。<div><br></div><div>纯记录一下，日后看一定有意思。<wbr><div><br></div><div><br></div><div>有数据的2579个股中，扣除非经常损益的TTM PE数据如下：</div><div><br></div><div>0-30倍的个股有293只，占11.36%；</div><div>30-50倍的个股有394只，占15.28%；</div><div>50-100倍的个股有595只，占23.07%；</div><div>100倍以上的有749只，占29.04%；</div><div><span style=""font-size: 15.8333330154419px; line-height: 28px;""   >PE为负的个股有545只，占21.13%</span>。</div><div><br></div><div>中位数为52.88。</div><div><br></div><div><br></div></div>",True
